,Title,Post Text,Category
1509,Deactivated Accounts POA,"Please advise your recommendations to improve my POA for my deactivated account.
Here is my POA:
What Went Wrong
I listed ASIN: B01CV08XF0 Title: Mega Bloks Blaze Monster Machine Mashup. While I listed this to see how many could be sent into FBA due to the Coronavirus, I realize Amazon""s policy states that if you list an item you have the intent to sell. I am not approved to sell items under the brand Mega Bloks. I accept being at fault in this situation.
What I Have Done to Fix the Problem
I reviewed these links that Amazon provided:
https://sellercentral.amazon.com/gp/help/G200333160
https://sellercentral.amazon.com/gp/help/200301050
I have also read several articles to strengthen my knowledge of the laws of this industry. I am now empowered to be able to effectively review an individual product before I list it. This will now take place before any product is listed. I plan to ask every source I buy from where these products originated from to ensure they are compliant in the location I intend to sell them. In addition to this, I will now review the restricted product policy, examples of prohibited listings, and my own product catalog on a regular basis. I will also consistently view my account""s health and performance page to ensure my account does not fall out of good standing for any reason other than the one at hand.
What I Have Done to Fix the Problems
Reading Amazon""s recommended articles, implementing precautionary steps before a listing is made, asking my sources where their products originated from, and reviewing policies will keep the problem from recurring.
Here is my suppliers information who offered this product to me (insert supplier""s information here). Lastly, I cannot provide you with an invoice from this supplier because I never ended up purchasing ASIN: B01CV08XF0 from (Insert supplier here).
All the best,
Kyler W.
Here is Amazons deactivation email:
Hello,
Your Amazon Seller account has been temporarily deactivated. Your listings have been removed. Funds will not be transferred to you but will be held in your account while we work with you to address the following issue.
Why is this happening?
You have listed items under a brand that you are not approved to sell. This is a violation of our policies. There are pre-approval requirements to sell the brand listed below. In order to ensure that customers can shop with confidence on Amazon, we may require sellers to obtain additional approval to list certain products and brands.
You can learn more about Amazons policies regarding listing approval requirements in Seller Central Help:
 Categories and products requiring approval (https://sellercentral.amazon.com/gp/help/G200333160)
 Category, product, and listing restrictions (https://sellercentral.amazon.com/gp/help/200301050
 Policies and Agreements (https://sellercentral.amazon.com/gp/help/521)
You are not approved to list items under this brand:
Mega Bloks
Examples of listings:
ASIN: B01CV08XF0
Title: Mega Bloks Blaze Monster Machine Mashup
Here is what I did in simple terms:
I listed an item for a toy branded Mega Bloks which is under Mattel to check on the quantity I could send into FBA due to the corona restrictions. I checked it out, and I ultimately passed on buying it from my supplier, moved on, deleted the listing, and forgot about it. Later that day my account was deactivated for doing this.",Account Health
1510,Deactivated Account,"Hello on Monday I receive this
For your security, we have suspended your Amazon seller account because we need additional documentation to verify your identity. During our review, you will not be able to sell on Amazon.
I already send them the documentation they ask but I dont receive any response
Do you know any phone number?
I really need to activate my account as soon as possible",Account Health
1511,The Case ID Was NOT in My Case Log,"Here is the thing,
On 7th May, 2020, I got the following email sent by notice-request-dispute@amazon.com<notice-request-dispute@amazon.com, I asked help here because:
The case ID that I can NOT find in my case log.
I emailed Seller Support immediately once I got this email, one guy told me this email was NOT from Amazon, its phishing email and asked me to ignore.
I emailed Seller Support Again, another guy told me the email was from Amazon, but if I did not appeal anything, they asked me to ignore.
My questions are:
If the email is from Amazon, why I can NOT find the mentioned case ID in my case log???
Why I got this email if I did not appeal anything?
Why seller suppot gave completely different answers: First guy said it was NOT from Amazon, the another one said it WAS from Amazon.
Anyone can help me? Thank you very much. They just did not reply me yet after I asked the above questions.
Below is the email I got on 7th May, 2020
=====================================================
202005070650321fbbe47e24234dedbad46be7a010p0na<202005070650321fbbe47e24234dedbad46be7a010p0na@bounces.amazon.com>  notice-request-dispute@amazon.com<notice-request-dispute@amazon.com>
Hello,
Thank you for your message. We cannot currently accept your appeal because we could not identify the report or account you are appealing for.
Please ensure that you are using the email ID registered on your seller account to submit this appeal. Provide the following information, in addition to the information provided in your original message, so we can process your appeal:
 The Complaint ID or Task ID you are appealing, which can be found in previous notices.
Where do I send this information?
Send this information to notice-dispute@amazon.com.
What happens if I do not send the requested information?
If we do not receive the requested information, we cannot process your appeal.
You can see your balance and settlement information in the Payments section of Seller Central. If you have questions about those, please send an email to payments-investigate@amazon.com.",Account Health
1512,Account suspension without inauthentic complaint,"Hello,
Our account suspended due to inauthentic complaints.
We are selling charcoals/coals. We never seen fake charcoal on our lives.
Amazon provided us 3 ASINS and requested to write POA.
We went though 3 ASINS.
We received 477 orders.
We received 4 returns.
2 of the return reasons were bought by mistake.
1 of the return reason marked is unknown, and item returned to inventory
1 of the return reason was missing accessories or parts.
We investigated this return because it was the only thing we could not find the exact return reason.
Order placed on April 5th.
Return reques received on April 9th.
Item delivered to customer on April 11th.
Basically, customer knew that the item was going to arrive to him/her with missing parts or accessory.
He knew that 2 days ago before the delivery.
We checked all our account, return reasons, messages with the customers, our feedbacks, and voice of the customer page.
We did not see any complaint for 3 asins Amazon provided. We only have 11 ASINS listed on our account.
If there is no inauthentic complaint, how can we write plan of action requested?
They want us to give them the reason that caused the complaints. As we checked everything, we cant see complaints. We sell charcoals and we do not know who fake charcoal.We never seen any.
We just want sellers opinions or Amazon moderator opinions on our situation.
How can we go deep and see what are the complaints we received if we received any? We did everything possible to understand this.
Amazon sends emails and say we can contact with account heath department but there is no way to contact them.
I certainly think that there is no complaint received. If there is, I just want to see where it is.
Thank you",Account Health
1513,Trump merch,"Hello!
Is it a violation to sell Trump flags and stickers. I just got my account suspended because my products may be inauthentic even though they are sold as Generic and have no brand/labels.
If the Trump 2020 flags are trademarked and protected then how can so many big sellers be selling them for 6 dollars?
Most of my items are my original designs but contain the mark TRUMP in either the design or product name. Is this also illegal?
Thanks",Account Health
1514,"Items that may be inauthentic, but I sent a receipt from Store","Hello people, anyone can help me with this situation? All my items its for FBA Listings, and my account is very new, I just sold my first product 15 days ago.
My account was just suspended even I ve attaching the receipt in Seller Central Appeal. I bought all products from BED BATH & BEYOND, an official reseller, and the receipt has everything that they need to prove all my sellers in Amazon.
Please, see the case, and my answers to Amazon.
Dear ,
We received your submission but do not have enough information to reactivate your ability to sell on Amazon at this time. Please address the following concern(s):
You are offering items that may be inauthentic. A list of these items is provided below.
Please send us the following information:
 Copies of invoices, receipts, contracts, delivery orders, or authorization letters from your supplier issued in the last 365 days. The quantity of items shown should match your inventory.
 If you are not the brand owner, provide an authorization letter and a complete set of documentation, including authorization letters, to prove a valid supply chain.
 If you are the brand owner, provide a copy of the brand registration certificate, and business license or personal identity card.
 Contact information for your supplier, including name, phone number, address, email, and website.
You can send .pdf, .jpg, .png, or .gif files. These documents must be authentic and unaltered. We may call your supplier to verify the documents. You may remove pricing information, but the rest of the document must be visible. We will maintain the confidentiality of your supplier contact information.
Please also send us the following information:
A plan that explains:
 The reason you are listing products that you are not approved to sell
 Steps you have taken to resolve this issue
 How you will prevent this issue in the future
Here are a few things to consider as you work on resolving this:
 Listing: Is the product accurately described on Amazon? Have you ensured that there is no ambiguity and the customer is well informed?
 Packaging: Is the product in its original packaging as listed on Amazon?
ASIN: B07JMVWPNS
Brand: Kinsa
Title: Kinsa QuickCare Smart Digital Thermometer for All Ages (Limited Edition)
Condition: new-order - completed
-------------------------------------
ASIN: B00DMJ0HXG
Brand: Baby starters
Title: Sock Monkey Hooded Bath Robe Towel & Slipper Gift Set (0-9 Months) by Baby Starters
Condition: new-order - completed
-------------------------------------
ASIN: B01LYQX82A
Brand: Just Born
Title: Just Bath by Just Born Love to Bathe Woven Hippo Hooded Towel in Grey
-------------------------------------
How do I send the required information?
Please submit this information by clicking the Appeal button next to this message on the Performance Notifications page in Seller Central (https://sellercentral.amazon.com/gp/customer-experience/perf-notifications.html 1)
What happens if I do not send the requested information?
If we do not receive the requested information, you may no longer sell on Amazon. Failure to successfully appeal this decision may result in us permanently withholding any payments to you.
Sincerely,
Seller Performance Team
amazon.com
http://www.amazon.com
Then we replied with a RECEIPT in pdf from Bed Bad & Beyond of our purchased all the items above.
In less than 5 minutes AMAZON answered and now by email:
We received your submission but do not have enough information to reactivate your ability to sell on Amazon at this time. Please address the following concern(s):
You are offering items that may be inauthentic. A list of these items is provided below.
Please send us the following information:
 Copies of invoices, receipts, contracts, delivery orders, or authorization letters from your supplier issued in the last 365 days. The quantity of items shown should match your inventory.
 If you are not the brand owner, provide an authorization letter and a complete set of documentation, including authorization letters, to prove a valid supply chain.
 If you are the brand owner, provide a copy of the brand registration certificate, and business license or personal identity card.
 Contact information for your supplier, including name, phone number, address, email, and website.
Please also send us the following information:
A plan that explains:
 The reason you are listing products that you are not approved to sell
 Steps you have taken to resolve this issue
 How you will prevent this issue in the future
Here are a few things to consider as you work on resolving this:
 Listing: Is the product accurately described on Amazon? Have you ensured that there is no ambiguity and the customer is well informed?
 Packaging: Is the product in its original packaging as listed on Amazon?
What happens if I do not send the requested information?
If we do not receive the requested information, you may no longer sell on Amazon. Failure to successfully appeal this decision may result in us permanently withholding any payments to you.
So, after reading everything I answered by email to ""Seller Perfomance"":
Dear Seller Performance,
We have identified that our account has been suspended because we were offering items that may be inauthentic.
Affected listings:
ASIN: B07JMVWPNS
Brand: Kinsa
Title: Kinsa QuickCare Smart Digital Thermometer for All Ages (Limited Edition)
ASIN: B00DMJ0HXG
Brand: Baby starters
Title: Sock Monkey Hooded Bath Robe Towel & Slipper Gift Set (0-9 Months) by Baby Starters
ASIN: B01LYQX82A
Brand: Just Born
Title: Just Bath by Just Born Love to Bathe Woven Hippo Hooded Towel in Grey
We are attaching in this appeal the original receipt of our order in BED BATH & BEYOND from date of purchase 01/02/2020 to prove that we re in compliance with the AMAZON POLICIES. All those items as you can see it is authentic, same quantity and bought in huge store like BED BATH & BEYOND.
I would like to thank you for allowing me to explain and helping myself solve this issue. I will always strive to be the best in customer service to our shared customers and will operate my business with integrity and professionalism as I already doing.
Sincerely, Murillo
Im still with my account suspended, and I dont know what kind of documents i should provide, like I sad above, Ive sent all the receipts of those items. Im sure that all items is 100% authentics and my receipt too. Anyone can help me out?",Account Health
1515,Account Suspended For Price Gouging On Product. Please Help,"Account was suspended for price gouging on a product even though we explained that our prices do not have to do with the current outbreak and obtained permission from Seller Support to sell it at our own price which was overpriced than the general market. I am not sure how to write a strong appeal for this violation or an appeal that is well drafted. Has any succeeded in appealing for this violation? Do you have an advice or comments. Please share any ideas or comments that could benefit on the appeal.
"" Hello, We are contacting you because you have engaged in price gouging in violation of the Amazon Marketplace Fair Pricing Policy (https://sellercentral.amazon.com/gp/help/G5TUVJKZHUVMN77V 13). We expect sellers to treat our customers fairly and not take advantage of events like the global health crisis arising from the COVID-19 coronavirus. As a result, your selling account has been suspended, and your listings have been removed from our site. Please ship any open orders.
If you would like Amazon to consider lifting this suspension, please send us a plan that explains how you will address this problem and includes the following:
 The steps you have taken to comply with the Marketplace Fair Pricing Policy on all ASINs you offer.
 The steps you will periodically take to ensure that similar issues will not repeat.  Any additional details you would like us to know.""",Account Health
1516,Help with trademark infringement report,"Hello, I received this email from Amazon for a product I found out I could sell: UPC 088818106350 ASIN: B01DYGTTIK
_Hello, _
_We are contacting you because we received a report of trademark infringement from the rights owner listed below. Sellers on Amazon.com are not allowed to create listings or detail pages that infringe trademark rights. We removed the content listed at the end of this email. _
We may let you list this content again if we receive a retraction from the rights owner. Their contact information can be found below. D------e C----a [AAAA@DDDD.com] If the rights owner agrees to retract their complaint, they must send the retraction to us at [notice-dispute@amazon.com]
If you believe that the reported content does not infringe the rights owners trademark, you may email [notice-dispute@amazon.com]. with supporting information.
My question is:
I scanned the product UPC and saw it was available for selling, so I bought 2 units to test the product from a major retailer (TJ Maxx) and send them for FBA. I didnt create a new listing or detail page.
I already send 2 emails to the contact they gave but I have no answer. What would you recommend me to do?
Should I create a removal order and forget about this and dont sell that brand again?
Should I appeal it?
This is the first time I receive this and I am a little freaked out.
Any help will be more than welcome!",Account Health
1517,We decided that you may no longer sell on Amazon.com,"Hi,
We got suspended on 3rd Aug for Trademark Violation.
The back story
We got a notification email from Amazon via email on 3rd July 2019 for around 22 ASINs (One Product with Size and Color Variation) to the effect ""We are contacting you because we have removed the ASINs attached to this e-mail because of concerns that your product may not respect the intellectual property rights of others, specifically for potential misuse of trademarked terms on a product detail page or patents""
The email also said that If you believe your ASINs were removed in error, for example, because you are authorized to use the trademarked term, or because you believe your use of the trademarked term is unrelated to any intellectual property, you may email Seller Support with supporting documentation (e.g., a letter of authorization to use the Brands intellectual property or a licensing agreement)
Then around 22nd July 2019 we noticed that our Account Dashboard was showing all these ASINs as been removed for Potential Trademark Misuse
As Amazon had removed these ASINs and over the course of a year we have only sold about 10 pieces (one of our worse selling item), we did not think much of it and physically deleted the listing from our account too.
Then on 3rd August we got the dreaded Your Amazon selling account has been deactivated.
Why did this happen?
We arrived at this decision after detecting multiple violations of our listing policies
Were here to help.
If you need help better understanding what is causing this, please search for Intellectual Property Violations in Seller Central Help
To reactivate your selling account, please send us the following:
A plan of action that explains:
 The root cause(s).
 The actions you have taken to resolve the notices of infringement or violation of Amazons policies.
 The steps you have taken to prevent infringement or violating Amazons policies.
So although it is a single product but due to 22 size\colour variations, amazon might be treating it as multiple listing violations.
Anyhow Since this suspension I submitted multiple POAs but not had a single reply, which I found very unusual as 7+ years of selling on Amazon USA and UK, if you get your plan of action wrong Amazon do come back to the seller with something so that a resolution can be found.
As I was not getting any replies, some how I got a UK based Global Manager to see if he could dig any information and the very next day I got a performance notification stating We reviewed your account and the information you provided, and we decided that you may no longer sell on Amazon.com.
7+ years of selling on Amazon just wiped out? Is there still a chance to get it reinstated? or does this mean curtains?
The issue was that just one ASIN of the 22 had a back-end keyword search term that was infringing on a registered term but because they were all grouped in one parent\child variation the whole parent variation got pulled. This was a silly mistake on our part and this particular ASIN was created over 4-5 years ago.
For 10+ weeks I have been trying to communicate with Amazon.com but not getting any replies. Is there any way forward?
Thanks",Account Health
1518,Listing removed used sold as new,"So I have a question to some of you more seasoned sellers
We just received another used sold as new listing removal notice
Weve received a few in the past and had to make up a reason to build a plan to have the ASIN restored
I have never sold anything used as new
Oddly enough with the ASINs in question I have the same 2 competing sellers
With a prior ASIN a competing seller purchased an item claimed it was used, left feedback stating this, & the best part was the ASIN was closed and the feedback mongoloids wouldnt removed the feedback
So now there is a new product same 2 seller my only competition and this morning a used as new listing notice for the geniuses at pq
Any suggestions on how to word a plan of action for something you actually DID NOT DO?
Any suggestions on how to proceed with the competing sellers? Yes I have reported them and nothing has happened
Thanks in advance for your help
Julie",Account Health
1519,Your Amazon.com selling privileges have been removed,""" Your Amazon seller account has been deactivated. Your listings have been removed. Funds will not be transferred to you but will be held in your account while we work with you to address this issue. Please ship any open orders to avoid further impact to your account. Why is this happening? Your Amazon seller account has been deactivated in accordance with section 3 of Amazons Business Solutions Agreement. This decision was made after reviewing both your account and the information provided. What happens if my account is not reactivated? You have 90 days after receiving this notification to either provide a valid appeal or choose not to appeal. After that time, you may contact disbursement-appeals@amazon.com to request your funds. We will conduct a separate investigation to evaluate your account. The policies we put in place are to protect our customers and selling partners. If we find that you have engaged in deceptive, fraudulent, or illegal activity; or have abused our systems or repeatedly violated our Policies, we may withhold some or all funds in your account. We may not respond to further emails about this issue.
""
All honest and properly documents were provided
Is it the end of journey with Amazon ?
And what are the reasons, could anybody help ?",Account Health
1520,Help! Account Suspension and Received the Email of Remove Fulfillment,"I have submit my POA on April 16 and today I received the email of Remove your Fulfillment by Amazon inventory.
This the page of submission 1:
This the email that Amazon send to me today:
Hello from Fulfillment by Amazon,
As previously noted, your selling privileges have been removed. You also have inventory remaining in our fulfillment centers. Please create a removal order to have this inventory disposed of or returned to you.
If you do not create a removal order within 30 days of this notification (by 06/04/2020), we will dispose of your remaining inventory in accordance with FBA policies.
Inventory in reserved status is not eligible for removal at this time. Please check back at a later date to remove any units in this status.
More information regarding removal orders is available at:
https://sellercentral.amazon.com/gp/help/200280650 1
Thank you for your prompt attention to this matter.
Learn more on the Required Removals help page, https://sellercentral.amazon.com/gp/help/202000820 (sign-in required). If you have additional questions, please contact Seller Support at https://sellercentral.amazon.com/gp/contact-us/contact-amazon-form.html/ (sign-in required).
Sincerely,
The Fulfillment by Amazon Team
I have not received any response from Amazon to my appeal, does the email mean my account is suspended forever?
This my submission 1:
Submission 1
April 16, 2020 6:48 PM CST
The root cause of the issue
A) My products were suspected for infringing intellectual property rights.
From March 17, 2020 to March 24, 2020, these products were marked as Suspected Intellectual Property Violation and listings were removed.
All of these products were sourced from DEYUE technology company on Mar 17, 2019 and Mar 4, 2020. Please refer the invoices.
I thought DEYUE was the patent owner because they provided valid patent certificate to me, and the national registration number(304436969) can be checked on WIPO Global Design Database (https://www3.wipo.int/designdb/en/index.jsp).
Apr 1, 2019, I was authorized by DEYUE and begun to sell these products on Amazon. Please refer the authorization.
Mar 20,2020, I confirmed with Amazon Seller Support (Case ID: 6891217921), and I realized these products were infringing the design patent of Apple company.
B) I did not compare the patent picture with actual product before selling these product.
DEYUEs patent only includes a component of these infringing products, but other parts of these products are other companys patent. DEYUEs products combined other companys patent with their patent. I did not compare the patent pictures with actual products before, that made me used the intellectual property of others without authorization. That was my mistake that did not compare patent with actual product in my sourcing.
My sourcing process only verified whether a patent certificate is exist and belong to supplier, but could not verified whether a actual product was completely matched with its patent picture.
For saving time to add product in time, I did not download the patent picture and checked it with actual product.
C) My sourcing process did not have a professional way to check whether the products require authorization.
I did not provide more time doing a full research on these product before selling,.
I apology that I am lack of Amazons intellectual property policy and I didnt learn the important policy proactively.
For decreasing expenses, I did not consult an intellectual property attorney to ensure that nothing did not violate intellectual property when I sell product.
The actions you have taken to resolve the issue
A) Immediate Action Taken on Infringing Products:
We immediately removed all listings that are flagged Suspected Intellectual Property Violations.
ASINs:
B07TQ86BGR
B07TM2PQC4
B07TWFNRBQ
B07TS6TTKT
B07TS6T1TP
B0836GN44V
B07TQ6YQQR
2.We stopped the plan of sending FBA inventory to Amazon and destroyed the inventory of infringing items. Please refer the order ID:
ASIN [B07TQ86BGR]
Order ID [mo-0401002]
ASIN [B07TM2PQC4]
Order ID [mo-0401001]
ASIN [B07TWFNRBQ]
Order ID [mo9702202]
ASIN [B07TS6TTKT]
Order ID [mo9702201]
ASIN [B07TS6T1TP]
Order ID [mo9702212]
ASIN [B0836GN44V]
[Zero Inventory]
ASIN [B07TQ6YQQR]
Order ID [mo-0401003]
B) Immediate Action Taken on Other Inventory
Our inventory includes product sourced from other suppliers and product developed by ourselves, we took different action to them:
a) Rechecked inventory which are sourcing by other supplier:
[ Determined Our Supplier was Legal ]
1.We collected company information of all our suppliers, including copy document of business license and ID card of legal representative.
2.We verified company information on National Enterprise Credit Information Publicity System (NECIPS, http://www.gsxt.gov.cn/index.html), and made sure business license and ID card of legal representative were matched with the information of NECIPS, to prevent supplier providing counterfeit business license.
3.If one supplier provide counterfeit business license, we stop working with them.
[ Determined Supplier was the Owner/Holder of Intellectual Property ]
1.We required suppliers to provide copy documents or electronic files of intellectual property (IP), and checked their company information match the holder of copyright/ trademark/ patent to determined our supplier is the owner of IP.
2.We verified registration numbers of intellectual property on database of State Intellectual Property Office. (Verified copyright on US Copyright Office, Webside: www.copyright.gov; Verified trademark/ patent on United States Patent and Trademark Office, Webside: www.uspto.gov; Verified patent on World Intellectual Property Organization, Webside: www.wipo.int). If one supplier is not the owner of IP, we stop cooperating with him, and contact with the original owner to apply for authorization.
[ Determined Product was Required Authorization by Four Checking Steps]
Search similar product with Google Images (https://images.google.com/).
Check registration number of IP (provided by supplier) on USPTO and WIPO database, and compare actual product with patent picture. If actual product match with its patent picture, we will continue to next checking process; If actual product did not match with its patent picture, we would delete this product in our inventory and stopped selling it on Amazon.
Search similar patents with Patent Classification on USPTO. We followed the Seven Step Strategy of USPTO (https://www.uspto.gov/learning-and-resources/support-centers/patent-and-trademark-resource-centers-ptrc/resources/seven to search similar patents :
(1) List terms to describe our products based on its purpose, composition and use.
(2) Use these terms to find initial relevant Cooperative Patent Classification (CPC) using the USPTO websites Site Search box (www.uspto.gov).
(3) Verify the relevancy of CPC classification we found by reviewing the CPC Classification Definition linked to it.
(4) Patent search using CPC with quick search form, and view actual patent. Base on abstract and representative drawing of patent, we determine whether it is similar to our product. If it is similar to our product, we delete this product in our inventory; If it is not similar to our product, we go ahead to next step.
(5) Review specification, includes field of invention, background, summary, brief description of the drawings and detailed description, etc. If our product is similar to the patent, we delete this product in our inventory; If not, we go ahead to next step.
(6) After identified relevant CPC classification for our product in Step 3, we access AppFT (Applications Full-Text and Image) Database to see if someone else previously disclosed an product similar to us.
(7) Those we found similar to our product would warrant even closer examination by our attorney.
Combining above three steps, we employed intellectual property attorney to check, analyze and determine our other products that determined other products did not infringe on patent rights of others. For improving our analyzing skill, we provided our attorney with the document of similar patents and Google images which we had checked before, and analyzed the different between our product and similar patent, and verified the reason why our product did not infringe on these patents.
[ Confirmed Our Other Product Was Authorized ]
Combining above steps:
Our other suppliers are the IP owner/holder of other inventory and we are authorized by them.
Our other inventories are completely matched with patent pictures.
Through checking by Google Imagine, USPTO database system and intellectual property attorney again, our other inventories do not infringe other intellectual property.
b) Rechecked Inventory Which Developed by Ourselves:
Recorded ASIN, SKU, product name, product picture, patent picture and registration number of these product (Please refer attach file""b1"").
Verified product can be matched with its patent certification and evaluation reports (Please refer attach file""b2"").
c) Added 3 point policy to all future offering and page creation:
Products form new supplier must have the business invoice and authorization to market from the manufacturer or authorized distributor in hard copy (as well as on the computer) before listing.
A patent certification of new product must be checked by 2 people to guard against repeat of this error.
All listings must have a hard copy of the inventory page with picture for our future reference before shelving.
The steps you have taken to prevent the issue going forward
Implementing the above checking to our regular suppliers immediately.
Our offering for these infringing product are removed and we will never handle that product again.
We stop sourcing from new suppliers, and focus on inventing our own product.
We apply for intellectual property protection for our product before selling on Amazon.
Our company will be evaluated annually by intellectual property agents, and they assist us finishing the intellectual property applications.
We only sale the products that are invented by ourselves to stop infringement going forward.
If we find that the product requires brand rights but we are not authorized, we will follow the steps to solve this problem:
(1) Remove all infringing listing immediately;
(2) Check sourcing, listing and packaging process to identify any potential trademarks, patent or copyright issues;
(3) Check on Google Imagine to search the product of possible brand/right owner;
(4) Preliminary search with USPTO and WIPO database to confirm the trademarks, patent or copyright issues;
(5) Contact third party agent of intellectual property to determine brand/right owner and get the contact information;
(6) Contact brand/right owner and request a letter of authorization to sell their products on Amazon;
(7) Confirm the proper supply chain with right owner;
(8) Required the contact information for a brand representative who can keep us up to date on the brands policies, especially as they pertain to selling their products on Amazon. Proactively.
(9) Check in with brand representatives at least quarterly to inquire about any updates on brand policies and to ensure the maintenance of strong working relationships.
We are a small technology company, the only one way to stop infringing in the future is selling the product which is developed by ourselves and obtain a patent certificate through examination by an intellectual property institution. We continue to develop our product and we are not going out on Amazon. Our plan was never to leave this platform. We are eager to do better. We have great respect for the spectacular online retail market Amazon has created. Respectfully and sincerely I request that our account be reactivated.

Is my account suspended forever?? But I have not received the email that says I can not sell anymore.
Does anyone can help me? Please.",Account Health
1521,Restricted Products POA feedback,"Final Draft 
Dear Amazon Seller Performance Team,
Thank you for allowing me the opportunity to appeal my seller accounts suspension for listing restricted products that are prohibited from sale on Amazon.
What went wrong:
 In fact, I did unknowingly list a restricted product. I believe the error occurred in the information I provided when the listing was completed. Furthermore, Ive come to learn that Targus maybe a product that requires additional authorization to sell on your site
 At the end of last year, I regained access to my seller account,I noticed new performance notifications. Now, the performance notification stated the restriction was for selling restricted products, laser pointers. After researching the Amazon Seller forums on restricted products and how to do plans of appeal, I prepared an appeal to state my case.
 Please note, I was given 48 hours to remove the restricted products. However, at the time I was given that opportunity I never realized it. Upon my original account deactivation a few years back, I became discouraged and never appealed that decision, or looked back. Which is why I never noticed the new performance notifications, and missed the 48-hour deadline. Since then, the product in question has been removed.
 Originally upon recieving the 48 hour notice, I was unable to respond due to being hospitalized. Upon returning to health I discovered the error, but unfortunately it was too late to correct as it was passed as the 48 hours.
Recently, after doing my research on the Amazon Seller forums, I decided to give it another chance and try again to in the beginning I recall myaccount being deactivated for suspicious activity.
 At the end of last year, I decided to give selling another shot, I looked into my seller account, and I noticed the newest performance notifications. After researching the Amazon Seller forums on restricted products, and how to do plans of appeal, I prepared an appeal to state my case.
What I have done to fix the issue.
 I have carefully reviewed all of Amazons guidelines. Furthermore, to prevent any such violations from occurring in the future, Ive researched information regarding the sale of restricted products, the correct way to aadvertise my products.
 Ive educated myself about the products that are prohibited from sale and cant be listed. This includes your Restricted Products policy, including the Examples of Prohibited Listings section. Though its important to point out Ive never missed it a prohibited item, I have educated myself on what those items are to prevent any problems in the future.
 The final step Ive taken is to remove all of the listings that were in doubt, and being questioned. In the future, I will double check all of my listings to make sure that the products are described accurately, and are fully compliant with the rules that Amazon has set forth.
What I will do to prevent this from happening again:
 What I will do to prevent this from happening again:I believe the error occurred in the listing. In the future to prevent this from happening, if theres anything that Im not absolutely certain about I will call you guys for a clear explanation.
 Ive educated myself about the products that are prohibited from sale, and cant be listed. This includes your Restricted Products policy, including the Examples of Prohibited Listings section. Though its important to point out Ive never missed it a prohibited item, I have educated myself on what those items are to prevent any problems in the future.
 Before listing any new items on Amazon, I will verify that they are permitted for sale, and compliant with Amazon policies and procedures.
 To help me ensure that I do not violate any more policies, I will also research whether all of my products are accurately described, and correctly listed in the most informative way for any potential buyers.
 I will routinely review Amazons policies to stay aware of any updates, and to monitor changes in regulations. I will review my email daily for any notifications or emails you send out on your policy to stay in tune with whats going on. Also weekly expensive reviews of any uploaded tutorials will be watched and monitoed. These actions will ensure I can immediately take action, and proactively remain compliant with my listings. Any products that I am unable to verify with 100% certainty, will not be listed.
 I will also review any city, state, and federal laws/regulations regarding what I am selling to ensure that I am always in compliance. Al be sure to be in tune with any product recalls, and urgent recommendations.
In conclusion , I believe that this plan provides that this issue has been rectified, and itll be prevented from occurring again. I look forward to having my selling privileges restored. I also look forward to hearing from you! Thanks again for your time!
SIncerely,
Kwylas
Ryecute@yahoo.com
Loretta DeVore
Please give advice",Account Health
1522,Your Amazon.com Inquiry,"Just received an email today from seller performance team that my account is remain temporarily deactivated, I immediately go check on the seller central and cant find any new notification in the account. So I use the help page to check the account status and got this result:
Your account is in good standing
We did several checks and found no issues with your account.
Below is the email that I received today with the subject:
Your Amazon.com Inquiry
Hello, Your Amazon seller account remains temporarily deactivated. Your listings have been removed. Funds will not be transferred to you but will be held in your account while we work with you to address this issue. Please ship any open orders to avoid further impact to your account. Why is this happening? To help you identify specific areas of improvement, we encourage you to review the Misuse of ratings, feedback, or reviews, Misuse of sales rank, and Misuse of Search and Browse sections of the Prohibited Seller Activities and Actions page (https://sellercentral.amazon.com/gp/help/G200386250 4). How do I reactivate my account? To reactivate your account, please send a plan of action that explains:  The root cause(s) of the Sales Rank & Search and Browse violation;  The actions you have taken to resolve the policy violation; and  The steps you have taken to prevent this violation in the future. How do I send the required information? If you want to appeal this decision, click the Appeal button next to this message on the Performance Notifications page in Seller Central (https://sellercentral.amazon.com/gp/customer-experience/perf-notifications.html 1). What happens if I do not send the requested information? If you do not send an acceptable plan within 17 days, you may not be eligible to sell on Amazon anymore. If you have funds in your account, they will be available after any amounts paid for A-to-z claims or chargebacks on your orders have been deducted. This usually takes about 90 days, but funds may be held longer. You can see your balance and settlement information in the Payments section of Seller Central. If you have questions about those, please send an email to payments-funds@amazon.com. If you have any FBA inventory remaining in our fulfillment centers, you will receive an email in 30 days with instruction on how to remove it. You can view your account performance at (https://sellercentral.amazon.com/performance/dashboard?ref=ah_em_ap) or select Account Health on the home screen of the Amazon Seller app on your iOS or Android device. The Account Health dashboard shows how well your account is performing against the performance metrics and policies required to sell on Amazon.  iOS App (https://itunes.apple.com/us/app/amazon-seller/id794141485?mt=8)  Android App (https://play.google.com/store/apps/details?id=com.amazon.sellermobile.android&hl=en_US) Thank you.
Sincerely, Seller Performance Team Amazon.com http://www.amazon.com
Blockquote
Is this a mistake or what? I am so confused right now.
Any advice or help is appreciated.
Thanks.",Account Health
