Title,Category,Sub-category,Post Text,URL
Where is the Shipping Templates tab? How can I make a new template?,Amazon Custom,Amazon Custom Forum,"Hi,I live out side the U.S, need your help, how to make new shipping templates, How can I make a new template? where is the Shipping Templates tab? Thanks in advance",https://sellercentral.amazon.com/forums/t/where-is-the-shipping-templates-tab-how-can-i-make-a-new-template/216501
Approved for Custom but not the category I need to list in,Amazon Custom,Amazon Custom Forum,"Hi, We were approved to participate in Amazon Custom. We sell personalized birthday shirts for kids. But our Amazon account is not approved to sell in clothing. I tried to apply but we don’t have UPC codes for the personalized shirts we sell on etsy. They are all my designs. Please let me know how we need to proceed. Thanks!",https://sellercentral.amazon.com/forums/t/approved-for-custom-but-not-the-category-i-need-to-list-in/161671
How can we delete items in Seller Central faster?,Amazon Custom,Amazon Custom Forum,"We have 800+ Halloween items, and we want to close it in Seller Central. What is the best thing to do? How we can delete more SKUs? Edited by: Jolly Enterprises on Oct 21, 2016 6:45 AM Edited by: Jolly Enterprises on Oct 21, 2016 6:58 AM",https://sellercentral.amazon.com/forums/t/how-can-we-delete-items-in-seller-central-faster/214888
How to open clothing category?,Amazon Custom,Amazon Custom Forum,"Dear sir I wonder how to open clothing category ,we want to sell it on Amazon,please provide some tips for us ,thanks.",https://sellercentral.amazon.com/forums/t/how-to-open-clothing-category/212729
The price of a cheap branded product sales,Amazon Custom,Amazon Custom Forum,"We are cosmetics brands. Selling our products so cheaply from Amazon. In this case is better to do? Comprehensively handle a variety of brands in a company our product too cheap. Not our products be no doubt is possible to be sold too cheaply. Edited by: Elizavecca.korea on Oct 11, 2016 1:43 AM",https://sellercentral.amazon.com/forums/t/the-price-of-a-cheap-branded-product-sales/209708
Getting a response from customers,Amazon Custom,Amazon Custom Forum,"I sell several custom products on Amazon and at times have a problem getting customers to respond to my emails. What tends to happen is the customer does not give enough detail about the customization and I will need to contact them just to be clear. Many times, after several attempts, I still have not heard back from them. Is there a trick to getting them to respond quickly, if ever?",https://sellercentral.amazon.com/forums/t/getting-a-response-from-customers/209233
How to submit plan of action?,Amazon Custom,Amazon Custom Forum,"i submit plan of action and amazon send me an email Hello, Your account is still under review. We ask for your patience while buyers leave feedback for you. We will send you an email when our review is complete. Until then, we may not reply to further emails about this issue. Sincerely,",https://sellercentral.amazon.com/forums/t/how-to-submit-plan-of-action/208490
What should i do?,Amazon Custom,Amazon Custom Forum,"i received three emails from amazon after submision plan of action Hello, Your account is still under review. We ask for your patience while buyers leave feedback for you. We will send you an email when our review is complete. Until then, we may not reply to further emails about this issue. Sincerely, what should be done to get reinstate.i have 100 % feed back raiting",https://sellercentral.amazon.com/forums/t/what-should-i-do/208398
Customization info not importing to ShipStation,Amazon Custom,Amazon Custom Forum,"Hello, We offer handmade and personalized leather goods, and were very disappointed to find out the personalized info was not coming through to our order management software. We have several selling platforms, and especially around Christmas it is going to be very difficult to manually punch in the info for every order that comes through Amazon. Has anyone found a fix for this, or can someone from Amazon assist me in funneling this up the chain? A quick google search shows I am far from alone on this… and it’s been over a year. So I’m hoping we can get some responses.",https://sellercentral.amazon.com/forums/t/customization-info-not-importing-to-shipstation/209171
Protection against cancellations?,Amazon Custom,Amazon Custom Forum,Is there ANY protection at all against cancelled orders for custom? Same question for returns? Or is it the same normal policy that customer gets what customer wants?,https://sellercentral.amazon.com/forums/t/protection-against-cancellations/189692
How to set up rich text format for emails with customers,Amazon Custom,Amazon Custom Forum,As a customer I have received emails from sellers with images and company logos on them. I can not find any information on how to customize the amazon emails to include my company logo. Any suggestions?,https://sellercentral.amazon.com/forums/t/how-to-set-up-rich-text-format-for-emails-with-customers/205726
Text on product photo?,Amazon Custom,Amazon Custom Forum,It says text and captions aren’t allowed. But I see other people having text in their photos. Why is that? My front photo has no text but I would like to include one that says “compatible with…” Is that okay? Or no,https://sellercentral.amazon.com/forums/t/text-on-product-photo/159708
Can anyone provide assistance with instruction us how to locate and create?,Amazon Custom,Amazon Custom Forum,I am finding it difficult to locate the gallery to upload images to. Can anyone provide assistance with instruction us how to locate and to create a new gallery? Cheers,https://sellercentral.amazon.com/forums/t/can-anyone-provide-assistance-with-instruction-us-how-to-locate-and-create/198783
How to add customization on custom stamp products?,Amazon Custom,Amazon Custom Forum,"I am looking to add a customization feature to my product, which is a custom stamp. I have seen some products, such as this one: https://www.amazon.com/Custom-Self-Inking-Rubber-Stamp/dp/B0028SCBV8 offer the ability to the buyer to customize their own stamp before adding it to their cart. Can someone shed some light on how to go about doing this? Thank you",https://sellercentral.amazon.com/forums/t/how-to-add-customization-on-custom-stamp-products/198789
Customer service reps are hard to understand,Amazon Custom,Amazon Custom Forum,"Is it just me or is anyone else having trouble understanding what the customer service representatives are saying. I find that every time I call I can’t understand them because of their lack of English skills. I don’t mean to be rude but when I am running a business and putting it in the hands of amazon I don’t feel very secure when I call up for an update on an issue I am having and can barely understand what they are saying. It has happened to me on numerous occasions where I call up amazon and ask to be connected to a manager because they aren’t able to help me because I have to repeat myself over and over and by the time we are on the same page, 45 minutes has passed…sooo frusturating.",https://sellercentral.amazon.com/forums/t/customer-service-reps-are-hard-to-understand/202106
Chargeback claim,Amazon Custom,Amazon Custom Forum,We have got a chargeback claim . We have shipped item andthere was no cancelle or return requests. Also there was no emails or comments from customer. We have sent email but let us know how to slove this situation. Thanks in advance.,https://sellercentral.amazon.com/forums/t/chargeback-claim/202170
How can sellers authorize my mws app,Amazon Custom,Amazon Custom Forum,"Hi everyone, I’m try’ing to build a mws app wich will get datas from amazon seller center api. All the sellers will authorize own account. How can I make it. Wich api will help me for doing this. I can not found any docs. The sample project is ordoro.com. When I register in this app and select the sales channel it’s ask for authorization. How they do it Best regards. Edited by: omurucum on Sep 24, 2016 7:29 AM",https://sellercentral.amazon.com/forums/t/how-can-sellers-authorize-my-mws-app/201549
Why does amazon keep postponing my payment transfer to a later date?,Amazon Custom,Amazon Custom Forum,"The transfer of funds to my account keep being put off to a later date. I have no clue why this is happening, but it is really irritating me. Please tell me what is going on if anyone knows. Thanks!",https://sellercentral.amazon.com/forums/t/why-does-amazon-keep-postponing-my-payment-transfer-to-a-later-date/199529
How do I get the buyer to cover the full shipping cost from US to CA?,Amazon Custom,Amazon Custom Forum,"I have buyers in Canada, but for some reason amazon doesn’t make them pay full shipping cost at checkout. When I go to USPS here in the US to ship it to the buyer, it ends up being way expensive and I have to pay for it out of pocket. Is there a way to have the buyer pay for the full shipping cost before you send it to them?",https://sellercentral.amazon.com/forums/t/how-do-i-get-the-buyer-to-cover-the-full-shipping-cost-from-us-to-ca/194230
Can a downloadable knitting pattern be sold?,Amazon Custom,Amazon Custom Forum,"I have a friend who creates her own kids clothing patterns and sells them on Etsy. She makes pretty good money doing it. She advertised these through a network of people she knows and the pattern is a downloadable pattern, so she does not ship anything, nor pay shipping costs… just a simple download. So my question is, with Amazon Custom, can she open a business up on Amazon and be able to offer these patterns to be downloaded on Amazon? She makes them from scratch, no other company involved, she is her own brand. I know people have sold downloadable software, games, music, movie, books etc. Can a pdf file be sold as a downloadable item? Thanks in advance",https://sellercentral.amazon.com/forums/t/can-a-downloadable-knitting-pattern-be-sold/198617
Any API integrations?,Amazon Custom,Amazon Custom Forum,Are there ANY 3rd party tools that work with Custom either for shipping and/or inventory syncing? I know Shipstation doesn’t. And I know syncommerce isn’t even live with their Amazon integration yet. Instead of continuing to run into dead end after dead end figured I’d ask if anyone has found ANY tools that work with the API?,https://sellercentral.amazon.com/forums/t/any-api-integrations/198351
Is there a guide for how to set up custom items?,Amazon Custom,Amazon Custom Forum,"I see how to enable it on my current listings but I cannot find good information on how to effectively set up a new product that I will offer personalization on. Any help would be appreciated, thanks.",https://sellercentral.amazon.com/forums/t/is-there-a-guide-for-how-to-set-up-custom-items/196809
How do I stop selling to Canada?,Amazon Custom,Amazon Custom Forum,I’m not quite sure how to remove selling in Canada from my account. Please help me!,https://sellercentral.amazon.com/forums/t/how-do-i-stop-selling-to-canada/194234
Customize my amazon storefront,Amazon Custom,Amazon Custom Forum,"I’d like to make my storefront similar to FitBit’s: FitBit’s|https://www.amazon.com/Fitbit/pages/3028450011 , how would it be possible ? and where are the related documentation ? Edited by: the manoooo on Aug 23, 2016 1:08 AM Edited by: the manoooo on Aug 23, 2016 1:12 AM Edited by: the manoooo on Aug 23, 2016 1:13 AM",https://sellercentral.amazon.com/forums/t/customize-my-amazon-storefront/184518
Is it possible to get amazon to remove a product review?,Amazon Custom,Amazon Custom Forum,I have an item which was obviously damaged by amazon warehouse and the customer left a bad review on the product bec it was damaged by amazon warehouse. do you think they will remove it?,https://sellercentral.amazon.com/forums/t/is-it-possible-to-get-amazon-to-remove-a-product-review/145231
How to apply restore Amazon selling privileges,Amazon Custom,Amazon Custom Forum,"Our package still in delivery ,but today Amazon removed our selling privileges. because of buyer complaints about the authenticity of items they received from us. But we check the tracking number, packages both still in delivery.How can we apply to restore Amazon selling privileges ?",https://sellercentral.amazon.com/forums/t/how-to-apply-restore-amazon-selling-privileges/190689
Sale to Canadian /MX customers,Amazon Custom,Amazon Custom Forum,"hi i have first sell to a Canadian customer, and he pay 3.99 $ for shipping …but this price canot cover the real shipping price to Canada (13$ fedex) so how i set a diffrent shipping price on items for canada and mx all in bulck. thenks GALGAL",https://sellercentral.amazon.com/forums/t/sale-to-canadian-mx-customers/188556
Otis. and all the wise owls there answering the forums,Amazon Custom,Amazon Custom Forum,"…first of all, thank you without you, i wouldn’t know how Amazon works. Your insights are invaluable. I am a nobody, a nothing but making $150 a day avg here on handmade. I created a crazy slot and now have an investor. A presence…on amazon. i will be making $10k most likely due to your input and intelligence. I want to say…thank you, thank you, thank you. if there is EVER anything i can do to help a friend of yours, you, anyone… contact me…and i will be there, here for you…you helped me create my space. Wow…just noticed I can’t list this under Amazon Handmade?? bummer…want to help handmade people from etsy making the transition. if you have a product…amazon will sell it. it you want personalization…amazon does not tolerate or want that… they want the least interaction between the seller and buyer…that is their sales model… they cannot create an etsy better than etsy using amazon sales models… not possible. Susan thank you for being kind and giving…",https://sellercentral.amazon.com/forums/t/otis-and-all-the-wise-owls-there-answering-the-forums/188291
Qualified seller,Amazon Custom,Amazon Custom Forum,"Hi, Can anyone guide me how to become the qualified seller thanks",https://sellercentral.amazon.com/forums/t/qualified-seller/184393
Why are my items listed as backordered?,Amazon Custom,Amazon Custom Forum,I have my items sent and processed but all of them are showing backordered on my store front. Does anyone know why this would be happening? Thanks.,https://sellercentral.amazon.com/forums/t/why-are-my-items-listed-as-backordered/187262
Amazon IRS,Amazon Custom,Amazon Custom Forum,"We need Amazon IRS number, the customs need it, someone could supply to us? we appricate your help.thanks.",https://sellercentral.amazon.com/forums/t/amazon-irs/160434
Combine Shipping,Amazon Custom,Amazon Custom Forum,"Hi - A customer wants to buy two products but only pay 1 of the shipping charges. I’m OK with this, but don’t know how to do this on the inventory page. Is there a way I can combine the two products or eliminate one of the shipping fees? Thanks!",https://sellercentral.amazon.com/forums/t/combine-shipping/185929
"Have a new item, not in it’s original box. Can I sell thru FBA?",Amazon Custom,Amazon Custom Forum,"My item does not have it’s original box but it is completely new. Can I sell it through FBA and if so, how do I package it for shipment to Amazon’s warehouse?",https://sellercentral.amazon.com/forums/t/have-a-new-item-not-in-its-original-box-can-i-sell-thru-fba/184353
How can I create the ASIN number for product?,Amazon Custom,Amazon Custom Forum,How can I create my own product and get an ASIN number?,https://sellercentral.amazon.com/forums/t/how-can-i-create-the-asin-number-for-product/184070
When they charge the two small amts - is it the card or the bank,Amazon Custom,Amazon Custom Forum,just opened up my seller acct looks like they’re going to charge two small amounts but can’t determine which they are going to charge those to: the checking account i give them or my debit card from the same bank? They aren’t clear - They also aren’t clear how much these amounts are going to be. Do I need 4.00 in the account or 1.00? I’ve never heard of anyone testing the bank with amounts over a few cents or a dollar.,https://sellercentral.amazon.com/forums/t/when-they-charge-the-two-small-amts-is-it-the-card-or-the-bank/184004
Hey,Amazon Custom,Amazon Custom Forum,hey why do other sellers help me on this seller forums? what is their profit to help me thank you,https://sellercentral.amazon.com/forums/t/hey/183851
I have an individual seller account. Am I responsible for return shipping?,Amazon Custom,Amazon Custom Forum,Customer returns for inindividual seller accounts I read that amazon was??,https://sellercentral.amazon.com/forums/t/i-have-an-individual-seller-account-am-i-responsible-for-return-shipping/183805
Apply amazon custom,Amazon Custom,Amazon Custom Forum,"Hello, how can I enable custom for my listings? do I need to apply for it? Is there a link ? Thank you for your time",https://sellercentral.amazon.com/forums/t/apply-amazon-custom/181190
Review,Amazon Custom,Amazon Custom Forum,"Hello, Could you please let me know how can ask review from my buyer ? My goods are in fulfillment center of amazon and sale by amazon , Unable to follow for review , please comment how can I ask for review . With thanks, Mezositi",https://sellercentral.amazon.com/forums/t/review/175896
Lead Time Error and Shipments lost,Amazon Custom,Amazon Custom Forum,"Has anyone else had lead time errors on quantity updates, and shipping problems with custom products? This has happened more than once and has been fix a few times. The error started with a lead time error: my branding irons take at least 3 days to make, so my lead time was set at 9 days to give me time for a lot of orders anytime I updated my quantity the lead time was set to 1 day and I’d get 2-3 next day orders which is not possible. This ruins my account health and turns my products “customize now” button gray. There are 2 cases open and technicians are fixing coding in my account again. My shipping is not updating after being sent. I have multiple packages shipped with labels printed on amazon that has been lost or delayed in with no updates. I am in communication various post office and the customers who are waiting and asking about shipping. Some package made it to the customer without any tracking change until the package was delivered. I am getting worried about the last few packages showing no signs of even being picked up. One customer sent this image of their tracking which is the only hint I have to what’s going on. I have remade as many of stamps I can afford and continuing to do so as other sources of money come in. What is going on? Is it just me with this issue? I feel this looks very bad and unprofessional on my end.",https://sellercentral.amazon.com/forums/t/lead-time-error-and-shipments-lost/181246
How could I banch the custom information in customization settings? Thanks!,Amazon Custom,Amazon Custom Forum,"How could I branch the custom information in customization settings? Thanks! Edited by: Lvyin CH on Aug 12, 2016 2:50 AM",https://sellercentral.amazon.com/forums/t/how-could-i-banch-the-custom-information-in-customization-settings-thanks/180146
How do we register our brand in canada,Amazon Custom,Amazon Custom Forum,"HOW DO WE REGISTER OUR BRAND IN CANADA, WE ALREADY REGISTERED IN USA. THANK YOU",https://sellercentral.amazon.com/forums/t/how-do-we-register-our-brand-in-canada/172575
Please turn on scheduled “Active Listing Report” for my account,Amazon Custom,Amazon Custom Forum,"Hi, We need to download and put it “Active Listing Report” in one directory automatically (Scheduled) at once in a day. So could you please suggest any idea about this, Can I need to do anything our amazon seller central account.Please let us know. Thanks",https://sellercentral.amazon.com/forums/t/please-turn-on-scheduled-active-listing-report-for-my-account/167658
OpenType Font vs. TrueType font,Amazon Custom,Amazon Custom Forum,"Hi, The font I want to buy to use for my text personalization is listed as an OPENTYPE STD TTF. There is not a Truetype format listed for my font. The instructions say to install a Truetype TTf font. Does Amazon allow this type, or does it need to be a TrueType only?",https://sellercentral.amazon.com/forums/t/opentype-font-vs-truetype-font/166365
How to respond to unreasonable customers?,Amazon Custom,Amazon Custom Forum,"I sold a part,the tracking information shows the parcel has been delivered.But customer sent an email to tell us that he received USPS notice but the package not received.Let us resend the item to him. We tell him to contact local post office many times,but he said is not his responsible,just want a refund or resend. We are worry about that he will give us a negative feedback if we don’t resend. What should we do? We have already met several such customers. Please help! Many thanks.",https://sellercentral.amazon.com/forums/t/how-to-respond-to-unreasonable-customers/163814
Hi. cud yu pls tell me whats the difference betwwen amazon.com and amazon.c,Amazon Custom,Amazon Custom Forum,whats the difference between amazon.com and amazo.ca? and whats the difference between the listings shown on the each website?is that only for different marketplace? also.i found that i only can list on the amazom.com exsiting lising instead of amazon.ca. is my current account and selling activitive only on the canadawide market.how about usa.etc.can i also sell to there?,https://sellercentral.amazon.com/forums/t/hi-cud-yu-pls-tell-me-whats-the-difference-betwwen-amazon-com-and-amazon-c/163504
Amazon Custom zip now returning empty,Amazon Custom,Amazon Custom Forum,"Amazon Custom orders normally come in like this through the Reports API. (https://zme-caps.amazon.com/t/randomstring/randomstring/1 7 after the country is the link to the zip) 104-7327504-xxxxxxx [More Data Here] US https://zme-caps.amazon.com/t/randomstring/randomstring/1 7 http://a.co/randomstring false Since 4:00PM today they are coming in like this (No more zip link, blank instead). 113-7408936-xxxxxxx [More Data Here] US false Why is this happening and what can I do to fix this. Have there been any changes? What’s the best place for release notes? Anyone using the Orders API instead of the Reports API to pull Amazon Custom orders now that it is supported?",https://sellercentral.amazon.com/forums/t/amazon-custom-zip-now-returning-empty/162215
How do I apply for Amazon Custom?,Amazon Custom,Amazon Custom Forum,I can find the link to try to fill out the application but it never fully loads. Do I have to be invited by Amazon to apply? Thanks,https://sellercentral.amazon.com/forums/t/how-do-i-apply-for-amazon-custom/156525
Can you offer a gift card in exchange for a review?,Amazon Custom,Amazon Custom Forum,"If I’m selling a product for $35 for example, and email the customer who bought it to leave a review, and as a thank you I’d send them a $5 Amazon gift card. Is that against the rules?",https://sellercentral.amazon.com/forums/t/can-you-offer-a-gift-card-in-exchange-for-a-review/159251
Not sure about working with Amazon custom,Amazon Custom,Amazon Custom Forum,"Hi I am trying to set up some of my items for customization. Why is it necessary to leave font, color, location info? The item is usually already set up a certain way and just needs the customer’s info. I’m enclosing an example.",https://sellercentral.amazon.com/forums/t/not-sure-about-working-with-amazon-custom/159144
"What should I do, if the customer want to return item by Amazon?",Amazon Custom,Amazon Custom Forum,"Hello there, I just done one problem case a few days ago that I would like your advices for next time if I found the same problems. For my case, the customer used our item about 2 months, then want to return it by open a Return Requested via Amazon with reason “Return reason: Item defective or doesn’t work”. Our shop use and abide by the same return policy of Amazon that is “The item can be returned within 30 days of receipt”. However, this case I solved the problem by accept the product return and then make a partial refund because I’m not sure If I refuse it, then the customer can open A-Z Claims or not. By the way, I think this case was not our fault. Just want to know that if next time I find the same case/problem. What should I do? Hope the sellers will share the suggestions or advices. Thank you and have a nice day.",https://sellercentral.amazon.com/forums/t/what-should-i-do-if-the-customer-want-to-return-item-by-amazon/139973
Canada Post Lock-Out - July 2 2016,Amazon Custom,Amazon Custom Forum,"Do you know if Amazon will consider the Lock-Out of Canada Post ? they are supposed to fall on strike July 2, 2016 .",https://sellercentral.amazon.com/forums/t/canada-post-lock-out-july-2-2016/154883
Custom and no custom,Amazon Custom,Amazon Custom Forum,"Sorry, forgot this … I see some folks are selling blank items and custom but are using the variations for size to do this, my understanding is that is not allowed. Does anyone know? Currently I can only sell either blank or customized, but I can not sell both. Does anyone have a solution? thanks!",https://sellercentral.amazon.com/forums/t/custom-and-no-custom/140424
Flat File Inventory Loader Template For Movies/VHS Problem,Amazon Custom,Amazon Custom Forum,"Amazon is requiring a main image url to ‘upload’ in the loader template… I do not have images on hand or in order for this massive upload 955 movies. Been researching trying to figure out ways in which I could: A, upload on some server (preferably free) via bulk and B, other options on searching/collecting images for each movie in a quick and easy fashion. this Excel thing has became a headache and actually more time consuming then it is adding each singly via web. Any Suggestions? Idea 1: http://webservices.amazon.com/onca/xml 1? Service=AWSECommerceService &Operation=ItemLookup &ResponseGroup=Images &IdType=UPC& &ItemId=00000000000 &AWSAccessKeyId=[Your_AWSAccessKeyID] &AssociateTag=[Your_AssociateTag] &Timestamp=[YYYY-MM-DDThh:mm:ssZ] &Signature=[Request_Signature]",https://sellercentral.amazon.com/forums/t/flat-file-inventory-loader-template-for-movies-vhs-problem/174908
Adding a Hyperlink within a listing,Amazon Custom,Amazon Custom Forum,"Hey everyone, So, I’ve seen in the normal forums, Amazon prohibits adding hyperlinks or links in general within listings, which makes sense as other sellers could be selling the same item. However, I have a question on whether this applies to amazon custom, as that is what all my products are listed under. Lets say I sell an item that is customized with a customers info, and I just added a different product (also customized) that could be paired with the original item to make a set. The items are different, so I wouldn’t put them under variations as the same listing, but I’m curious if I can add a hyperlink or link/asin to the other product. something like “Options available to completely customize your look!” Is this okay, or still not?",https://sellercentral.amazon.com/forums/t/adding-a-hyperlink-within-a-listing/141383
Abuse of cusotmize now button,Amazon Custom,Amazon Custom Forum,"I have noticed some sellers abusing the customize now button. They are selling items that should be setup with a simple parent child setup. I think they are using the customize now button to block other sellers from listing on these products. They are common products that are sold by many sellers. The items have no actual customization, they just 4 different sayings on them. Then they also come in 3 different colors. Does anyone from Amazon custom comment on these forums? It would be great to know from them if this is an acceptable practice, or a violation/abuse of the customize now button.",https://sellercentral.amazon.com/forums/t/abuse-of-cusotmize-now-button/138574
About the buyer’s name,Amazon Custom,Amazon Custom Forum,"Hello,I have a question about the name of a buyer who leave the name of the information is some Numbers in the name? What is this? Do you have met this situation? Need everyone’s help to solve it , because express there need we confirm his name to the delivery, but we give the buyer email,never back. Edited by: SusanH@SellerSupport on Jun 20, 2016 7:29 AM Edited to remove name of buyer",https://sellercentral.amazon.com/forums/t/about-the-buyers-name/150830
How can I open a feedback removal request in www.amazon.ca,Amazon Custom,Amazon Custom Forum,"I click the “help” but only come into “Contact seller support”, and I search feedback remove, there is no tools can be used. Please help!!!Why www.amazon.ca unlike the other sites auch as www.amazon.com. This really drive me crazy!!!",https://sellercentral.amazon.com/forums/t/how-can-i-open-a-feedback-removal-request-in-www-amazon-ca/145773
Form Experience & Selection Experience for the Customization Preview option,Amazon Custom,Amazon Custom Forum,I have added some custom products and need to know how to activate/use the {color:#800000}Form Experience{color} or {color:#800000}Selection Experience{color} instead of the {color:#800000}Standard Preview Experience{color}. I have not been able to find those options anywhere. Those options are listed in the Amazon custom listing guide but I cannot see them in the add/edit customization section for the products that already have customization enabled.,https://sellercentral.amazon.com/forums/t/form-experience-selection-experience-for-the-customization-preview-option/147436
Has anyone ever had the “customize now” button suddenly stop working and sa,Amazon Custom,Amazon Custom Forum,"The customize now"" button has suddenly stopped working in my listings. Does anyone know why this would happen? I’m losing sales, help!",https://sellercentral.amazon.com/forums/t/has-anyone-ever-had-the-customize-now-button-suddenly-stop-working-and-sa/142589
Why the picture of Asin B01GD2H6DC cannot show on webpage?,Amazon Custom,Amazon Custom Forum,"Dear Amazon.com Seller Support, The picture of a product cannot show on webpage, when i click on the product. There is no picture for customer, so could you please fix this problem for me as soon as possible. Sincerely, Umphika Wood for decor",https://sellercentral.amazon.com/forums/t/why-the-picture-of-asin-b01gd2h6dc-cannot-show-on-webpage/142009
Can Amazon Custom work with FBA?,Amazon Custom,Amazon Custom Forum,Does Amazon provide the products and customization or do I have to find these products and customize them myself when purchased? Thanks!,https://sellercentral.amazon.com/forums/t/can-amazon-custom-work-with-fba/137864
Mass Printing Customize Detail Pages,Amazon Custom,Amazon Custom Forum,"Does anyone know how to do this easily? Right now, I have to click on each order details page, then the new “show more” button, then the customize details. Doing 50-60 orders a day makes this process very time consuming, and I’d love to find a way to click and print all of the customize details at once, like I can do with packing slips",https://sellercentral.amazon.com/forums/t/mass-printing-customize-detail-pages/176735
Can display ads of custom items be listed alongside non-custom ASINs?,Amazon Custom,Amazon Custom Forum,"I am thinking of getting into customization, but am curious to find out if my customized items will be advertised through Sponsored Products alongside regular, non-customizable ASINs. Basically, I want to know if it’s possible to compete against plain products with my customizable version. Edited by: Dave on May 20, 2016 10:02 AM",https://sellercentral.amazon.com/forums/t/can-display-ads-of-custom-items-be-listed-alongside-non-custom-asins/134500
Customizing products with existing variations,Amazon Custom,Amazon Custom Forum,"My question is I have many product listing that I have set up with multiple variations (parent & child listings). I want to enable customization on them but I am not able to do so on the child listings. Do I need to delete all the variations EXCEPT the parent in order to customize, or, do I need to completely delete the listings (both parent and child) and start over? I have the number 1 spot and I think 4 of the top 10 spots on Amazon for personalized note cards and I do not want to loose those spots and have to start over. Also, in my “manage inventory” page under the “custom” column, All my listings say “disabled”. When and how do they become enabled?",https://sellercentral.amazon.com/forums/t/customizing-products-with-existing-variations/164837
How do I apply for a loan from amazon,Amazon Custom,Amazon Custom Forum,For the longest time there was an option to apply and get a loan. Amazon would say I was qualified for “$x” on the right of my seller dashboard. I’m looking for this option now and cannot find this. How can I apply for a loan now as a seller ?,https://sellercentral.amazon.com/forums/t/how-do-i-apply-for-a-loan-from-amazon/174653
First shipment via EXPRESS COURIER (DHL) FROM CHINA… AWB and/or BOL?,Amazon Custom,Amazon Custom Forum,"Hi. This is my FIRST shipment, so I’m really nervous. I’ve completed the following documentation. SEE ATTACHED EXCEL FILE - IT’S MY TEMPLATE TO SEND TO THE CHINESE WAREHOUSE Commercial Invoice and Packing List I’ve got TEAM LIFT of the boxes as they are over 20kgs I’ve got the Amazon Shipping Labels on the boxes Please confirm: The Invoice # on the commercial invoice - is that from the supplier? Sheet “Print Invoice” cell L:6. Port of Entry - the supplier puts this in? (cell L:12) Terms of Payment - I don’t know this??? (cell L:17) Terms of Freight - I don’t know this ?? (cell L:19) Insurance: cell H:32 - my warehouse guy is shipping via Alibaba One Touch system for the first time. Neither of us know anything about Insurance. I’ve requested it, but nothing is happening. Advice? See the next sheet: “PRINT”, this is Amazon info - I’ve asked the warehouse to staple this to the commecial invoice, and put both in every box. Right? WHAT OTHER PAPERWORK DO I NEED? QUESTION - Certificate of Origin? Or is that only needed for SHIPPING (as opposed to Express Courier). Do I need a BILL OF LADING for an Express Shipment, or is that only for SHIPMENTS? If I get one, how and when do I get the BOL, and from whom? YOU’RE WELCOME TO USE MY TEMPLATE, IT’S RATHER COOL! Edited by: SafeBuyz on May 13, 2016 11:34 PM",https://sellercentral.amazon.com/forums/t/first-shipment-via-express-courier-dhl-from-china-awb-and-or-bol/131457
"Amazon support = robot copy-paste responses, bad English, very slow",Amazon Custom,Amazon Custom Forum,"Hello, is it just me or has Amazon support become extremely slow and bad quality? Prior to 2013-2014 whenever I opened a case it was resolved promptly and with little effort on our end. Now it can weeks (some simple cases take a month) for a case to be resolved. It seems to tie in approximately when Amazon decided to outsource their call centers to India in 2013-2014. Moreover, I find the Indian call centers frequently misunderstand the question or just copy and paste vague robot like responses. Very frustrating.",https://sellercentral.amazon.com/forums/t/amazon-support-robot-copy-paste-responses-bad-english-very-slow/131420
Can I convert to a LLC from a sole propritorship and maintain ratings,Amazon Custom,Amazon Custom Forum,Can I convert to a LLC from a sole propritorship and maintain ratings,https://sellercentral.amazon.com/forums/t/can-i-convert-to-a-llc-from-a-sole-propritorship-and-maintain-ratings/129767
Amazon Tax,Amazon Custom,Amazon Custom Forum,"Today i received the email from Amazon Tax ，i don’t know how to reply.Hope you help. as follow is the email. Amazon May 10, 2016 05:14 AM Good Day, Thank you for contacting us. As per our records, you have completed the Tax Information Interview in 2015. You have provided a Form W-8, which confirms that you are a Non-US person. Non USA persons (individuals and Entities) are not subject to IRS tax reporting. Hence, you will not receive any Tax document at the end of the year. Please let us know how we did. Were you satisfied with the support provided?",https://sellercentral.amazon.com/forums/t/amazon-tax/129708
Add instructions on customization page?,Amazon Custom,Amazon Custom Forum,Is it possible to add a block of text underneath the blank product image on the Customization page? To make sure the buyer fills out all the fields.,https://sellercentral.amazon.com/forums/t/add-instructions-on-customization-page/125802
Amazon and I refund to the buyer,Amazon Custom,Amazon Custom Forum,"A customer are open A-Z claim to my order and I have represent it to Amazon, Amazon e-mail to me that I have no reason to refund to buyer and Amazon will refund to buyer and it will not charge from your seller account. But I have a mistake in reading this e-mail, so I refund to the buyer too. How can I get my money back? Thank in advance for all answered, Art",https://sellercentral.amazon.com/forums/t/amazon-and-i-refund-to-the-buyer/174911
In Detail Page Sales and Traffic How can I see photos of my products?,Amazon Custom,Amazon Custom Forum,"Hello, In Detail Page Sales and Traffic How can I see photos of my products and not only sku/asin number ? In order to see a product I have to enter each asin I believe something is wrong here… will appreciate your help here, thanks in advance.",https://sellercentral.amazon.com/forums/t/in-detail-page-sales-and-traffic-how-can-i-see-photos-of-my-products/125271
Replacement,Amazon Custom,Amazon Custom Forum,I order a replacement for an item and I send the 1st item back to them but I decided to cancel the replacement request. My question is will the item be sent back to me and how long will it take?,https://sellercentral.amazon.com/forums/t/replacement/174134
